Max Sharpe Ratio,Optimal Weights,Confidence Interval,MPI Wall Time,OMP Wall Time,OMP Threads,MPI Ranks
0.479939,0.0810031 0.00595356 0.26564 0.176174 0.252803 0.218426,0.0162674,6.03494,0.00119926,2,2
0.258435,0.000990525 0.254424 0.243018 0.0937493 0.117688 0.290131,0.014965,6.03494,0.00119926,2,2
0.277011,0.301578 0.0901413 0.248675 0.234869 0.0028982 0.121838,0.0109786,6.03494,0.00119926,2,2
0.446118,0.075985 0.114209 0.0782932 0.173361 0.250786 0.307366,0.015123,6.03494,0.00119926,2,2
0.359213,0.267688 0.100486 0.0931097 0.14453 0.115098 0.279088,0.0115467,6.03494,0.00119926,2,2
0.224038,0.0583338 0.348767 0.0670816 0.188263 0.127425 0.210128,0.0132901,6.03494,0.00119926,2,2
0.158239,0.0107108 0.291963 0.326301 0.107052 0.0150908 0.248882,0.0144746,6.03494,0.00119926,2,2
0.424543,0.0577586 0.0740545 0.331074 0.105975 0.256553 0.174585,0.0163329,6.03494,0.00119926,2,2
0.410497,0.129137 0.0780666 0.272982 0.0910742 0.223839 0.204901,0.0148351,6.03494,0.00119926,2,2
0.252697,0.0514747 0.285375 0.163451 0.158319 0.119046 0.222334,0.0137566,6.03494,0.00119926,2,2
0.392114,0.205051 0.123976 0.252903 0.0285501 0.27289 0.116629,0.0137326,6.03494,0.00119926,2,2
0.50109,0.180244 0.0162753 0.227665 0.253163 0.249647 0.0730062,0.0145408,6.03494,0.00119926,2,2
0.452231,0.10283 0.0815014 0.160334 0.191044 0.232642 0.231649,0.0149018,6.03494,0.00119926,2,2
0.370839,0.0405336 0.269239 0.184123 0.0550614 0.365118 0.0859252,0.0159067,6.03494,0.00119926,2,2
0.454351,0.0849096 0.0322851 0.10263 0.149102 0.211332 0.419742,0.0156722,6.03494,0.00119926,2,2
0.117437,0.0332513 0.468877 0.155823 0.0365626 0.168882 0.136605,0.0138283,6.03494,0.00119926,2,2
0.385347,0.122103 0.151198 0.197089 0.18391 0.194254 0.151446,0.0139244,6.03494,0.00119926,2,2
0.296621,0.0135328 0.20337 0.242087 0.154965 0.105799 0.280247,0.0149836,6.03494,0.00119926,2,2
0.367981,0.096483 0.195079 0.0985873 0.287235 0.150242 0.172374,0.0136027,6.03494,0.00119926,2,2
0.349684,0.0934921 0.24946 0.142389 0.20707 0.224133 0.0834558,0.0139016,6.03494,0.00119926,2,2
0.396105,0.266384 0.11918 0.192663 0.149797 0.20453 0.0674461,0.0120721,6.03494,0.00119926,2,2
0.297691,0.182208 0.0652275 0.26589 0.112929 0.0324658 0.341279,0.0134593,6.03494,0.00119926,2,2
0.182954,0.0457668 0.401029 0.0989605 0.0973474 0.160762 0.196134,0.0135671,6.03494,0.00119926,2,2
0.422769,0.176547 0.110295 0.038556 0.309229 0.137068 0.228305,0.0128663,6.03494,0.00119926,2,2
0.332672,0.141053 0.134067 0.104009 0.352187 0.0234982 0.245185,0.0129767,6.03494,0.00119926,2,2
0.353446,0.161008 0.193966 0.0251678 0.134969 0.187377 0.297512,0.0128806,6.03494,0.00119926,2,2
0.453939,0.157558 0.092799 0.181162 0.24378 0.227775 0.0969269,0.0139884,6.03494,0.00119926,2,2
0.455784,0.184554 0.0702798 0.118337 0.0400741 0.294732 0.292024,0.0143023,6.03494,0.00119926,2,2
0.417206,0.136809 0.167484 0.109138 0.251163 0.223967 0.11144,0.0136241,6.03494,0.00119926,2,2
0.350699,0.105566 0.239096 0.0967117 0.117823 0.242884 0.197918,0.0138233,6.03494,0.00119926,2,2
0.484512,0.219222 0.00221292 0.210332 0.112311 0.258422 0.1975,0.0141258,6.03494,0.00119926,2,2
0.33005,0.0753791 0.147263 0.263647 0.0338717 0.170769 0.30907,0.0149512,6.03494,0.00119926,2,2
0.118005,0.215839 0.344992 0.0416043 0.350527 0.00452342 0.0425145,0.0107752,6.03494,0.00119926,2,2
0.250478,0.243973 0.166478 0.17453 0.0525011 0.0873381 0.27518,0.0115556,6.03494,0.00119926,2,2
0.276593,0.296121 0.119208 0.254309 0.0605737 0.0936026 0.176186,0.0112356,6.03494,0.00119926,2,2
0.155129,0.216117 0.23141 0.186138 0.0819038 0.0230976 0.261334,0.0113579,6.03494,0.00119926,2,2
0.164073,0.211441 0.26124 0.266919 0.117648 0.0626238 0.0801288,0.0115544,6.03494,0.00119926,2,2
0.362579,0.0822033 0.12352 0.032709 0.298325 0.0670371 0.396206,0.0142408,6.03494,0.00119926,2,2
0.483644,0.208357 0.0188234 0.344937 0.0156069 0.401709 0.0105677,0.0160364,6.03494,0.00119926,2,2
0.141066,0.00960844 0.419191 0.291856 0.107088 0.127806 0.0444515,0.0143752,6.03494,0.00119926,2,2
0.478575,0.239054 0.0583652 0.169859 0.062603 0.324011 0.146109,0.0138333,6.03494,0.00119926,2,2
0.141141,0.0708577 0.300792 0.0794707 0.0511889 0.0217593 0.475932,0.0135421,6.03494,0.00119926,2,2
0.242568,0.265402 0.256057 0.0846627 0.0585081 0.166838 0.168531,0.0109035,6.03494,0.00119926,2,2
0.105322,0.104961 0.341304 0.191752 0.0299369 0.0495123 0.282534,0.0126771,6.03494,0.00119926,2,2
0.196398,0.255619 0.253501 0.225365 0.150783 0.0939838 0.0207486,0.0109935,6.03494,0.00119926,2,2
0.429428,0.171409 0.0137003 0.274522 0.020647 0.234546 0.285175,0.0149722,6.03494,0.00119926,2,2
0.492032,0.203751 0.0270356 0.180549 0.171673 0.260802 0.156189,0.0140329,6.03494,0.00119926,2,2
-0.0132423,0.236512 0.419035 0.152021 0.0882551 0.0549526 0.0492242,0.0105536,6.03494,0.00119926,2,2
0.265933,0.105001 0.26556 0.0189425 0.120239 0.132259 0.357999,0.0131514,6.03494,0.00119926,2,2
0.373934,0.183229 0.0674767 0.231441 0.247141 0.0800813 0.190632,0.0131683,6.03494,0.00119926,2,2
0.504592,0.14448 0.0914015 0.174096 0.0949993 0.434998 0.0600244,0.0160531,6.03494,0.00119926,2,2
0.400228,0.0339681 0.137423 0.256874 0.0833798 0.262127 0.226228,0.0160391,6.03494,0.00119926,2,2
0.393984,0.0645399 0.172243 0.246381 0.2757 0.208036 0.0331004,0.0149597,6.03494,0.00119926,2,2
0.420754,0.00838764 0.201664 0.0949532 0.318094 0.23543 0.141472,0.0154099,6.03494,0.00119926,2,2
0.269004,0.270214 0.0947165 0.282393 0.175077 0.0171051 0.160495,0.0115887,6.03494,0.00119926,2,2
0.254026,0.228298 0.193046 0.186915 0.0629702 0.11177 0.217001,0.0116752,6.03494,0.00119926,2,2
0.312856,0.195819 0.134943 0.206295 0.184098 0.0781738 0.200671,0.0123738,6.03494,0.00119926,2,2
0.383616,0.162457 0.118558 0.194482 0.211544 0.147594 0.165364,0.0132613,6.03494,0.00119926,2,2
0.358811,0.0246983 0.0961625 0.268798 0.25839 0.073946 0.278005,0.0155465,6.03494,0.00119926,2,2
0.500647,0.10135 0.00340433 0.0604885 0.197278 0.24412 0.393359,0.0157231,6.03494,0.00119926,2,2
0.316587,0.0448214 0.209521 0.315194 0.0461708 0.212646 0.171647,0.0153005,6.03494,0.00119926,2,2
0.217169,0.0903073 0.313127 0.291976 0.0148074 0.188047 0.101736,0.0139484,6.03494,0.00119926,2,2
0.321385,0.131736 0.113666 0.256725 0.0967389 0.104523 0.29661,0.0139352,6.03494,0.00119926,2,2
0.381199,0.172968 0.196723 0.128874 0.117984 0.262133 0.121317,0.013264,6.03494,0.00119926,2,2
0.311534,0.156574 0.125311 0.191855 0.192826 0.0565019 0.276933,0.0130305,6.03494,0.00119926,2,2
0.260401,0.210646 0.181143 0.135227 0.192297 0.0471024 0.233585,0.0115968,6.03494,0.00119926,2,2
0.195809,0.19692 0.225202 0.224431 0.214949 0.0156453 0.122853,0.0116169,6.03494,0.00119926,2,2
0.318316,0.0686197 0.261165 0.0667064 0.0186474 0.248852 0.33601,0.0144797,6.03494,0.00119926,2,2
0.462367,0.0269991 0.0837281 0.23352 0.279702 0.240066 0.135985,0.0162326,6.03494,0.00119926,2,2
0.242503,0.0268384 0.33981 0.303371 0.10718 0.206892 0.0159087,0.01493,6.03494,0.00119926,2,2
0.252063,0.109466 0.213186 0.198894 0.160454 0.062642 0.255359,0.0131597,6.03494,0.00119926,2,2
0.392838,0.151582 0.124666 0.212972 0.193375 0.180454 0.13695,0.0136178,6.03494,0.00119926,2,2
0.211957,0.297078 0.211914 0.216389 0.0618706 0.109617 0.103132,0.0105894,6.03494,0.00119926,2,2
0.382977,0.0204883 0.265743 0.190746 0.186151 0.325889 0.0109826,0.0158867,6.03494,0.00119926,2,2
0.516187,0.251607 0.0719109 0.0200303 0.207405 0.296237 0.15281,0.0129847,6.03494,0.00119926,2,2
0.476652,0.0898857 0.0806789 0.262723 0.274274 0.285096 0.00734212,0.0158237,6.03494,0.00119926,2,2
0.188176,0.172998 0.173957 0.267412 0.00618905 0.0271709 0.352273,0.0128916,6.03494,0.00119926,2,2
0.489572,0.164713 0.00871584 0.225673 0.243382 0.221519 0.135997,0.0146203,6.03494,0.00119926,2,2
0.449974,0.11167 0.0587745 0.215114 0.243869 0.194153 0.17642,0.014814,6.03494,0.00119926,2,2
0.325965,0.0175961 0.188218 0.203013 0.360676 0.0575102 0.172987,0.0147063,6.03494,0.00119926,2,2
0.353235,0.11066 0.191861 0.183245 0.130599 0.202695 0.18094,0.0138835,6.03494,0.00119926,2,2
0.36931,0.134793 0.156095 0.185475 0.242489 0.147743 0.133405,0.0134016,6.03494,0.00119926,2,2
0.375271,0.144879 0.19411 0.115683 0.178857 0.213354 0.153116,0.0132698,6.03494,0.00119926,2,2
0.299148,0.200568 0.243607 0.0550414 0.0830344 0.194959 0.22279,0.01206,6.03494,0.00119926,2,2
0.319553,0.0655024 0.241188 0.272938 0.0795234 0.236638 0.104211,0.014825,6.03494,0.00119926,2,2
0.221136,0.28879 0.285151 0.061759 0.216578 0.126085 0.0216362,0.0102658,6.03494,0.00119926,2,2
0.365173,0.107008 0.25274 0.15294 0.215499 0.263297 0.00851697,0.0141099,6.03494,0.00119926,2,2
0.341738,0.097359 0.278865 0.0457791 0.328563 0.185391 0.0640437,0.0134106,6.03494,0.00119926,2,2
0.398685,0.282246 0.0854826 0.213314 0.0217155 0.237304 0.159938,0.0124599,6.03494,0.00119926,2,2
0.42705,0.133727 0.0863712 0.191858 0.171734 0.204532 0.211777,0.0142871,6.03494,0.00119926,2,2
0.280778,0.0196697 0.23456 0.310841 0.283677 0.0813699 0.0698822,0.0147699,6.03494,0.00119926,2,2
0.416506,0.15879 0.229839 0.0452169 0.107136 0.369902 0.0891162,0.0142036,6.03494,0.00119926,2,2
0.239644,0.257752 0.170147 0.176854 0.0769183 0.0722183 0.246109,0.0111973,6.03494,0.00119926,2,2
0.460645,0.172736 0.0632015 0.138699 0.243535 0.195909 0.185919,0.0136788,6.03494,0.00119926,2,2
0.122453,0.375113 0.236517 0.0282317 0.218069 0.00420062 0.137869,0.00855295,6.03494,0.00119926,2,2
0.286362,0.100194 0.274346 0.149233 0.0581354 0.210486 0.207605,0.0136487,6.03494,0.00119926,2,2
0.355166,0.185001 0.168763 0.209444 0.143152 0.192224 0.101417,0.0129174,6.03494,0.00119926,2,2
0.207223,0.115614 0.243842 0.240139 0.245909 0.0125023 0.141993,0.0127852,6.03494,0.00119926,2,2
0.423051,0.214149 0.151381 0.112427 0.31879 0.198321 0.00493136,0.0125538,6.03494,0.00119926,2,2
0.133583,0.187692 0.294111 0.241222 0.138444 0.0411206 0.0974103,0.01158,6.03494,0.00119926,2,2
0.358289,0.234929 0.168076 0.109468 0.0813851 0.209223 0.196919,0.0121,6.03494,0.00119926,2,2
0.225656,0.183296 0.316255 0.0606338 0.0788595 0.1769 0.184055,0.0119096,6.03494,0.00119926,2,2
0.315618,0.119344 0.234165 0.210243 0.181069 0.177604 0.0775748,0.0134455,6.03494,0.00119926,2,2
0.42375,0.0448903 0.095593 0.116268 0.314715 0.137364 0.29117,0.0151569,6.03494,0.00119926,2,2
0.201651,0.0831943 0.306044 0.236429 0.193077 0.0782646 0.10299,0.0131811,6.03494,0.00119926,2,2
0.469468,0.0792616 0.17073 0.0746775 0.323582 0.300936 0.0508126,0.0150753,6.03494,0.00119926,2,2
0.326511,0.3444 0.157957 0.0355468 0.0256212 0.187515 0.24896,0.0104069,6.03494,0.00119926,2,2
0.479708,0.216536 0.0654232 0.169552 0.318857 0.21271 0.0169222,0.013284,6.03494,0.00119926,2,2
0.337216,0.00900627 0.195947 0.228668 0.233603 0.13179 0.200986,0.0150938,6.03494,0.00119926,2,2
0.229134,0.283156 0.228252 0.120313 0.175767 0.0857093 0.106803,0.0102976,6.03494,0.00119926,2,2
0.319125,0.143436 0.201186 0.203151 0.121549 0.171033 0.159645,0.0131937,6.03494,0.00119926,2,2
0.0506595,0.216258 0.365078 0.0266789 0.124039 0.0252389 0.242707,0.0106139,6.03494,0.00119926,2,2
0.418646,0.232317 0.125481 0.0560965 0.1815 0.20014 0.204465,0.012224,6.03494,0.00119926,2,2
0.150725,0.241768 0.245249 0.212747 0.045269 0.0595347 0.195432,0.0110483,6.03494,0.00119926,2,2
0.50411,0.162981 0.0299793 0.0308854 0.370987 0.17366 0.231508,0.0139389,6.03494,0.00119926,2,2
0.458487,0.176188 0.0509354 0.240214 0.139484 0.25589 0.137288,0.0144037,6.03494,0.00119926,2,2
0.518048,0.0101858 0.0522278 0.111058 0.319047 0.287923 0.219558,0.0168046,6.03494,0.00119926,2,2
0.254837,0.242451 0.311302 0.0136003 0.137994 0.204614 0.0900387,0.0112687,6.03494,0.00119926,2,2
0.26339,0.0449445 0.260626 0.134885 0.210828 0.0837614 0.264956,0.0138062,6.03494,0.00119926,2,2
0.390837,0.0408482 0.220582 0.0558425 0.260117 0.217333 0.205277,0.0146323,6.03494,0.00119926,2,2
0.0505572,0.336949 0.299294 0.18477 0.103175 0.0438249 0.0319881,0.00933597,6.03494,0.00119926,2,2
0.358933,0.097547 0.187141 0.182647 0.163822 0.190904 0.177938,0.0140166,6.03494,0.00119926,2,2
0.272831,0.205636 0.206483 0.237886 0.0417885 0.16342 0.144787,0.0123678,6.03494,0.00119926,2,2
0.23674,0.279189 0.123143 0.427585 0.0386215 0.091283 0.0401784,0.012331,6.03494,0.00119926,2,2
0.365199,0.0799118 0.26332 0.0496976 0.233682 0.237967 0.135422,0.0139786,6.03494,0.00119926,2,2
0.151339,0.267226 0.288342 0.0154822 0.071994 0.0883723 0.268583,0.0103649,6.03494,0.00119926,2,2
0.326108,0.179697 0.171035 0.172819 0.161917 0.132872 0.18166,0.0125232,6.03494,0.00119926,2,2
0.223063,0.201029 0.192432 0.150499 0.219655 0.00412625 0.232259,0.0116029,6.03494,0.00119926,2,2
0.372158,0.194556 0.132809 0.0795804 0.148601 0.155193 0.28926,0.0126161,6.03494,0.00119926,2,2
0.279402,0.187004 0.126029 0.313633 0.181127 0.0444597 0.147746,0.0128034,6.03494,0.00119926,2,2
0.452741,0.257984 0.0699252 0.0776734 0.0378355 0.276992 0.27959,0.0130065,6.03494,0.00119926,2,2
0.296969,0.0797965 0.249111 0.234645 0.137828 0.176269 0.12235,0.0140013,6.03494,0.00119926,2,2
0.38376,0.180069 0.131739 0.0684142 0.282772 0.113612 0.223393,0.0125563,6.03494,0.00119926,2,2
0.308164,0.230959 0.182728 0.15291 0.0658364 0.166376 0.20119,0.0118946,6.03494,0.00119926,2,2
0.308034,0.117836 0.24819 0.150312 0.0320071 0.231252 0.220403,0.0136963,6.03494,0.00119926,2,2
0.13973,0.239483 0.334635 0.0409068 0.311895 0.0395803 0.0334993,0.0105166,6.03494,0.00119926,2,2
0.351812,0.180767 0.207458 0.0574132 0.231065 0.165082 0.158214,0.012276,6.03494,0.00119926,2,2
0.302949,0.213124 0.117874 0.351841 0.107796 0.112012 0.0973527,0.0129351,6.03494,0.00119926,2,2
0.542386,0.0179919 0.125391 0.00189878 0.200801 0.498665 0.155253,0.0178741,6.03494,0.00119926,2,2
0.445856,0.102766 0.166611 0.0173055 0.340078 0.222431 0.150808,0.0140696,6.03494,0.00119926,2,2
0.441195,0.184804 0.0293797 0.237822 0.266793 0.144248 0.136955,0.0137417,6.03494,0.00119926,2,2
0.401658,0.0845002 0.194848 0.15715 0.29131 0.221741 0.0504506,0.0143831,6.03494,0.00119926,2,2
0.480305,0.152037 0.0606172 0.146804 0.195686 0.257245 0.18761,0.0144347,6.03494,0.00119926,2,2
0.565335,0.281929 0.0351352 0.0273072 0.290963 0.316661 0.0480047,0.0130787,6.03494,0.00119926,2,2
0.227499,0.293859 0.254677 0.195803 0.0612995 0.177228 0.0171332,0.0109253,6.03494,0.00119926,2,2
0.393101,0.248523 0.0222954 0.269098 0.23219 0.085441 0.142452,0.0126757,6.03494,0.00119926,2,2
0.274386,0.322502 0.250978 0.0583109 0.0471798 0.223194 0.0978345,0.0105382,6.03494,0.00119926,2,2
0.360088,0.228412 0.00902197 0.286671 0.0934226 0.087804 0.294668,0.0134115,6.03494,0.00119926,2,2
0.386777,0.305128 0.112706 0.0158658 0.181366 0.139595 0.245339,0.0108641,6.03494,0.00119926,2,2
0.553481,0.241237 0.0223301 0.0558312 0.2652 0.29866 0.116742,0.0135774,6.03494,0.00119926,2,2
0.284552,0.0572953 0.342082 0.215156 0.0132768 0.317722 0.0544675,0.0151394,6.03494,0.00119926,2,2
0.243331,0.166431 0.21154 0.120251 0.156645 0.0568825 0.28825,0.0121758,6.03494,0.00119926,2,2
0.533218,0.233661 0.0197374 0.0166432 0.213025 0.273271 0.243662,0.0135095,6.03494,0.00119926,2,2
0.26928,0.180875 0.278958 0.0373077 0.136734 0.165232 0.200894,0.0119502,6.03494,0.00119926,2,2
0.262222,0.281185 0.23283 0.136438 0.0695736 0.17302 0.106953,0.0108964,6.03494,0.00119926,2,2
0.288471,0.290014 0.190154 0.146139 0.149639 0.12798 0.096074,0.0106579,6.03494,0.00119926,2,2
0.257051,0.204003 0.24176 0.167804 0.212015 0.104583 0.0698361,0.0116376,6.03494,0.00119926,2,2
0.344334,0.174558 0.170225 0.168536 0.0522502 0.205635 0.228796,0.0131358,6.03494,0.00119926,2,2
0.446929,0.0300948 0.109584 0.213776 0.202659 0.262622 0.181265,0.01609,6.03494,0.00119926,2,2
0.237864,0.12588 0.306682 0.152518 0.304465 0.096617 0.0138369,0.0125821,6.03494,0.00119926,2,2
0.382675,0.2486 0.101675 0.271531 0.076096 0.216834 0.0852632,0.0128441,6.03494,0.00119926,2,2
0.427157,0.256195 0.0194248 0.0996727 0.222772 0.105242 0.296693,0.0123948,6.03494,0.00119926,2,2
0.284655,0.136726 0.164515 0.200759 0.215115 0.0458395 0.237045,0.0129843,6.03494,0.00119926,2,2
0.336478,0.203981 0.174801 0.131488 0.239223 0.118996 0.131511,0.011964,6.03494,0.00119926,2,2
0.312022,0.370355 0.0669306 0.313315 0.0921365 0.10343 0.0538323,0.0107811,6.03494,0.00119926,2,2
0.367337,0.219027 0.105193 0.260575 0.192113 0.138697 0.0843958,0.012667,6.03494,0.00119926,2,2
0.262943,0.150845 0.214236 0.207783 0.0693632 0.125873 0.2319,0.0128497,6.03494,0.00119926,2,2
0.324899,0.0745373 0.272375 0.0990802 0.00472639 0.285374 0.263908,0.0145917,6.03494,0.00119926,2,2
0.334525,0.0424321 0.235195 0.269512 0.101505 0.241714 0.109642,0.0151959,6.03494,0.00119926,2,2
0.323573,0.244091 0.15085 0.240756 0.252348 0.104291 0.00766333,0.0118239,6.03494,0.00119926,2,2
0.422565,0.16509 0.0669402 0.342583 0.124546 0.246781 0.0540591,0.0148094,6.03494,0.00119926,2,2
0.461618,0.192339 0.0424945 0.100009 0.0465529 0.272613 0.345992,0.0142906,6.03494,0.00119926,2,2
0.349807,0.0962801 0.132107 0.233439 0.21572 0.107974 0.21448,0.0141219,6.03494,0.00119926,2,2
0.341978,0.257952 0.111946 0.181873 0.254638 0.0734048 0.120187,0.0114789,6.03494,0.00119926,2,2
0.32888,0.125502 0.216375 0.0343388 0.22625 0.1325 0.265034,0.0129328,6.03494,0.00119926,2,2
0.00851784,0.203799 0.428235 0.227907 0.031856 0.0919653 0.0162384,0.0114461,6.03494,0.00119926,2,2
0.211835,0.24287 0.214143 0.25011 0.023746 0.11205 0.157081,0.0115516,6.03494,0.00119926,2,2
0.261971,0.0287591 0.112223 0.524736 0.0356475 0.0651711 0.233463,0.0165123,6.03494,0.00119926,2,2
0.317784,0.0719528 0.082613 0.438264 0.22456 0.0494014 0.133209,0.0154362,6.03494,0.00119926,2,2
0.369049,0.251564 0.163977 0.0602745 0.0366249 0.238128 0.249431,0.0121128,6.03494,0.00119926,2,2
0.213136,0.20949 0.222954 0.353512 0.0301918 0.130166 0.0536859,0.0125557,6.03494,0.00119926,2,2
0.505803,0.282665 0.0508771 0.0372495 0.264628 0.220036 0.144545,0.0121134,6.03494,0.00119926,2,2
0.480185,0.143237 0.0659025 0.0989247 0.136311 0.285256 0.270369,0.0147252,6.03494,0.00119926,2,2
0.479569,0.0903516 0.0155435 0.00258615 0.0733563 0.285993 0.532169,0.0164511,6.03494,0.00119926,2,2
0.369008,0.264732 0.133065 0.1596 0.0166096 0.23091 0.195083,0.0122134,6.03494,0.00119926,2,2
0.43104,0.00807141 0.130431 0.0935004 0.0432874 0.313593 0.411117,0.0167476,6.03494,0.00119926,2,2
0.324867,0.29304 0.188029 0.0987968 0.0232579 0.219706 0.17717,0.0112513,6.03494,0.00119926,2,2
